strategy,cagr,sharpe,max_drawdown,avg_turnover,total_turnover,total_return,final_equity
momentum_with_exit_signal,0.14643458098844575,0.7143468032182073,-0.09378700620226377,0.046057347670250895,34.266666666666666,0.04745504822023827,10474.550482202383
momentum_with_entry_and_exit,0.14643458098844575,0.7143468032182073,-0.09378700620226377,0.046057347670250895,34.266666666666666,0.04745504822023827,10474.550482202383
momentum_only,0.14351097419832448,0.703216845024916,-0.09457171933221586,0.04740143369175627,35.266666666666666,0.046548029964045945,10465.48029964046
momentum_with_entry_filter,0.14351097419832448,0.703216845024916,-0.09457171933221586,0.04740143369175627,35.266666666666666,0.046548029964045945,10465.48029964046
short_term_reversal_only,-0.623505111174377,-1.7329574438703852,-0.4412712489523505,0.21232078853046596,157.96666666666667,-0.2820932503712589,7179.067496287411
